Property address,CS - NOI,CS - PV size (kW),Building type,Utility,Gross roof area (ft²),Owner name
"6710 Baymeadow Dr, Glen Burnie, MD 21060","$222,446","3,271","Industrial, Warehouse",Baltimore Gas & Electric Co,"272,605",
"3500 E College Ave, State College, PA 16801",—,—,"Industrial, Manufacturing",West Penn Power Co,"420,820","Dale Summit Acquisitions, L.P."
"67 E Canal St, Alloway Township, NJ 08001","$353,352","3,719","Industrial, Manufacturing",Atlantic City Electric Co,"309,958",Chemours
"14908 S Gougar Rd, Lockport, IL 60491","$151,382","6,055","Industrial, Manufacturing",Commonwealth Edison Co,"504,607",ML Realty Partners LP
"1401 Wheaton Ave, Millville, NJ 08332","$363,384","3,825","Industrial, Manufacturing",Atlantic City Electric Co,"318,758",Mt 1401 LLC
"14841 Sweitzer Ln, Laurel, MD 20707","$251,572","3,700","Industrial, Warehouse",Baltimore Gas & Electric Co,"308,299",UPS
"235 Hartford Rd, Medford, NJ 08055","$240,931","2,536","School, Primary",Atlantic City Electric Co,"338,149",Lenape Regional High School District
"5445 W 73rd St, Bedford Park, IL 60638","$141,824","5,673","Industrial, Manufacturing",Commonwealth Edison Co,"472,747",Tiaa
"800 Cottontail Ln, Franklin Township, NJ 08873","$244,841","2,498","Industrial, Manufacturing",Public Service Elec & Gas Co,"208,198",Roble Jackson
"21751 Jason Rasmussen Dr, Sauk Village, IL 60411","$145,789","5,832","Industrial, Manufacturing",Commonwealth Edison Co,"485,962",Vhe 2 Arizona LLC
"1 Medline Pl, Mundelein, IL 60060","$147,757","5,910","Industrial, Manufacturing",Commonwealth Edison Co,"492,523",Caring International
"7659 Solley Rd, Riviera Beach, MD 21226","$276,057","4,060","Industrial, Warehouse",Baltimore Gas & Electric Co,"338,305","Gll US Office, L.P."
"2200 New Brunswick Ave, Piscataway, NJ 08854","$262,391","2,677","Industrial, Manufacturing",Public Service Elec & Gas Co,"223,122","Middlesex, County of (inc)"
"70 Worcester-Providence Turnpike, Millbury, MA 01527","$215,675","2,157","Retail, Strip Mall",National Grid - Massachusetts,"287,567","Ws Asset Management, Inc."
"3400 Wolf Rd, Franklin Park, IL 60131","$146,399","5,856","Industrial, Manufacturing",Commonwealth Edison Co,"487,996",David Quas
"7 Costco Dr, Monroe Township, NJ 08831","$146,272","3,047","Industrial, Manufacturing",Jersey Central Power & Lt Co,"253,945",Gary Edwards
"1 Buckingham Ave, Perth Amboy, NJ 08861","$282,994","2,888","Industrial, Manufacturing",Public Service Elec & Gas Co,"240,641",May Newark Owner LLC
"1415 Magellan Rd, Hanover, MD 21076","$259,160","3,811","Industrial, Warehouse",Baltimore Gas & Electric Co,"317,598","Marsteller Rock, LLC"
"3 Enterprise Ave N, Secaucus, NJ 07094","$291,148","2,971","Industrial, Manufacturing",Public Service Elec & Gas Co,"247,575",PLDAB LLC
"2400 N 3rd St, Union, NJ 07083","$104,651","2,180","School, Primary",Jersey Central Power & Lt Co,"290,697",Township of Union
"125 Chestnut St, Hatfield, MA 01088","$193,218","3,331","Industrial, Manufacturing",Eversource Energy (Formerly Western Massachusetts Elec Co),"277,611",Brockway-Smith Company
"3451 S Chicago St, Elwood, IL 60421","$172,280","6,891","Industrial, Manufacturing",Commonwealth Edison Co,"574,267","3451 Building, LLC"
"907 Market St, Philadelphia, PA 19107","$45,955","2,872",Office,PECO Energy Co,"382,957",Preit
"90 Pleasant Valley St, Methuen, MA 01844","$209,585","2,096","Retail, Strip Mall",National Grid - Massachusetts,"279,446",Wilder Real Estate MGT VT
"1600 Ritchie Ct, Rochelle, IL 61068","$144,281","5,771","Industrial, Manufacturing",Commonwealth Edison Co,"480,936","1600 Ritchie Court, LLC"
"6090 Dorsey Rd, Hanover, MD 21076","$239,928","3,528","Industrial, Warehouse",Baltimore Gas & Electric Co,"294,030","PINEY RUN ROCK I, LLC"
"750 Union Ave, Union, NJ 07083","$151,266","3,151","Industrial, Manufacturing",Jersey Central Power & Lt Co,"262,615",Jpmorgan Chase
"1300 Wheaton Ave, Millville, NJ 08332","$345,520","3,637","Industrial, Manufacturing",Atlantic City Electric Co,"303,088",1300 Wheaton LLC
"501 Kentile Rd, South Plainfield, NJ 07080","$396,557","4,046","Industrial, Manufacturing",Public Service Elec & Gas Co,"337,208","Americold Realty Trust, Inc."
"30 Tower Rd, South Brunswick Township, NJ 08810","$285,730","2,916","Industrial, Manufacturing",Public Service Elec & Gas Co,"242,968",Prologis
"258 Beacon St, Somerset, PA 15501",—,—,"Industrial, Manufacturing",West Penn Power Co,"413,939",Peter Leis
"192 Main St, Shrewsbury, MA 01546",—,—,Office,Shrewsbury Electric & Cable Operations,"289,016",
"550 Arsenal St, Watertown, MA 02472","$164,320","2,107","Retail, Strip Mall",Eversource Energy (Formerly NSTAR Electric Company),"280,888",ND 100 Metronorth LLC
"2100 Lincoln Hwy, Edison, NJ 08817","$322,978","3,296","Industrial, Manufacturing",Public Service Elec & Gas Co,"274,641",F4 EDISON LLC
"601 Kingsland Dr, Batavia, IL 60510","$146,689","5,868","Industrial, Manufacturing",Commonwealth Edison Co,"488,964",G&I X San Paloma LP
"26 S Middlesex Ave, Monroe Township, NJ 08831","$143,634","2,992","Industrial, Manufacturing",Jersey Central Power & Lt Co,"249,365",Morgan Stanley
"2780 McDonough St, Joliet, IL 60436","$143,884","5,755","Industrial, Manufacturing",Commonwealth Edison Co,"479,612",Timothy Weber
"3651 Birchwood Dr, Waukegan, IL 60085","$144,159","5,766","Industrial, Manufacturing",Commonwealth Edison Co,"480,531",Sater Vorys
"525 Lincoln St, Worcester, MA 01605","$210,436","2,104","Retail, Strip Mall",National Grid - Massachusetts,"280,581",Equity Residential
"7330 Carbide Rd, Pasadena, MD 21226","$246,196","3,621","Industrial, Warehouse",Baltimore Gas & Electric Co,"301,711",Katz Properties LLC
"2100 Roosevelt Ave, Springfield, MA 01104","$193,040","3,328","Industrial, Manufacturing",Eversource Energy (Formerly Western Massachusetts Elec Co),"277,357",GEMTECH
"21800 S Cicero Ave, Matteson, IL 60443","$147,802","5,912","Industrial, Manufacturing",Commonwealth Edison Co,"492,674","21800 S Cicero Ave, LLC"
"50 West Blvd, Newfield, NJ 08344","$337,681","3,555","Industrial, Manufacturing",Atlantic City Electric Co,"296,211",Columbia Care NY LLC
"2657 Merchant Dr, Baltimore, MD 21230","$258,931","3,808","Industrial, Warehouse",Baltimore Gas & Electric Co,"317,318","Almanac Realty Investors, LLC"
"2400 W Central Rd, Hoffman Estates, IL 60192","$143,113","5,725","Industrial, Manufacturing",Commonwealth Edison Co,"477,042","Broadstone Net Lease, Inc."
"50 Hartz Wy, Secaucus, NJ 07094","$272,701","2,783","Industrial, Manufacturing",Public Service Elec & Gas Co,"231,889","Hartz Construction Co., Inc."
"1225 Bengies Rd, Middle River, MD 21220","$240,597","3,538","Industrial, Warehouse",Baltimore Gas & Electric Co,"294,849","First Industrial Realty Trust, Inc."
"1465 Nitterhouse Dr, Chambersburg, PA 17201",—,—,"Industrial, Manufacturing",West Penn Power Co,"367,617",Eqt Exeter
"60 Steam Boat Blvd, Manchester, PA 17345","$91,730","4,586","Industrial, Manufacturing",PPL Electric Utilities Corp,"382,208",Art Mortgage Borrower Opco 200
"2359 Center Square Rd, Swedesboro, NJ 08085","$342,277","3,603","Industrial, Manufacturing",Atlantic City Electric Co,"300,243",Tiaa
"814 Pittsburgh McKeesport Blvd, West Mifflin, PA 15122","$31,448","1,965",Office,Duquesne Light Co,"262,066",
"785 Arch St, Carnegie, PA 15106","$31,099","1,944",Office,Duquesne Light Co,"259,158","Sumar, LLC"
"10 New Maple Ave, Montville, NJ 07058","$153,900","3,206","Industrial, Manufacturing",Jersey Central Power & Lt Co,"267,187","High Street Realty Company, LLC"
"268 S Finley Ave, Bernards, NJ 07920","$100,961","2,103","School, Primary",Jersey Central Power & Lt Co,"280,447",County of Hunterdon
"7300 Linder Ave, Skokie, IL 60077","$144,188","5,768","Industrial, Manufacturing",Commonwealth Edison Co,"480,625",ML Realty Partners LP
"1824 Dr Dennis Foreman Dr, Hamilton, NJ 08330","$203,851","2,146","School, Primary",Atlantic City Electric Co,"286,106",Greater Egg Harbor Regional High School District
"108 Industrial Dr, East Longmeadow, MA 01028","$302,677","3,027","Industrial, Manufacturing",National Grid - Massachusetts,"252,231",Tabb Realty LLC
"4851 Holabird Ave, Baltimore, MD 21224","$225,174","3,311","Industrial, Warehouse",Baltimore Gas & Electric Co,"275,949","Merchants Quail Properties, LLC"
"656 Warner Blvd, Taunton, MA 02780","$281,927","2,819","Industrial, Manufacturing",National Grid - Massachusetts,"234,939",Prysmian Group
"7501 Cermak Rd, Riverside, IL 60546","$115,503","4,620","Retail, Strip Mall",Commonwealth Edison Co,"616,014",The Feil Organization Inc
"1 Geoffrey Dr, Fairless Hills, PA 19030","$75,752","4,735","Industrial, Manufacturing",PECO Energy Co,"394,542",Richard Previdi
"1040 Swan Creek Dr, Baltimore, MD 21226","$249,157","3,664","Industrial, Warehouse",Baltimore Gas & Electric Co,"305,339",Prologis
"2800 Red Lion Rd, Philadelphia, PA 19114","$75,187","4,699","Industrial, Manufacturing",PECO Energy Co,"391,600",Southwark Metal Manufacturing Company
"1570 S Washington Ave, Piscataway, NJ 08854","$256,798","2,620","Industrial, Manufacturing",Public Service Elec & Gas Co,"218,366",Duke Realty
"1 Waterworks Rd, Freehold, NJ 07728","$89,787","1,871",Office,Jersey Central Power & Lt Co,"249,409",
"100 Shore Point Drive, Freehold, NJ 07728","$140,928","2,936","Industrial, Manufacturing",Jersey Central Power & Lt Co,"244,666",SILVER SHORE LAND COMPANY LLC
"12 Forge Pkwy, Franklin, MA 02038","$287,862","2,879","Industrial, Manufacturing",National Grid - Massachusetts,"239,885",Aew Real Estate Advisors
"584 US-130, Trenton, NJ 08691","$132,982","2,770","Industrial, Manufacturing",Jersey Central Power & Lt Co,"230,871","Mreic PA Altoona, LLC"
"112 114 Melrich Rd, East Windsor, NJ 08512","$143,626","2,992","Industrial, Manufacturing",Jersey Central Power & Lt Co,"249,350",Morgan Stanley
"2615 US-130, Cranbury, NJ 08512","$143,877","2,997","Industrial, Manufacturing",Jersey Central Power & Lt Co,"249,786","Estate of James Campbell, The"
"2885 W Diehl Rd, Naperville, IL 60563","$143,578","5,743","Industrial, Manufacturing",Commonwealth Edison Co,"478,594",2885 Diehl LLC
"1262 Vocke Rd, Cumberland, MD 21502","$155,805","5,194","Retail, Strip Mall",The Potomac Edison Co,"692,468",Rural King Farm & Home
"3926 Nazareth Pike, Bethlehem, PA 18020","$59,004","2,950",Office,PPL Electric Utilities Corp,"393,358",Bethlehem Retail Investors LLC
"1762 Kresson Rd, Cherry Hill Township, NJ 08003","$230,589","2,353","School, Primary",Public Service Elec & Gas Co,"313,727",County of Hunterdon
"1967 Eastern Ave, Verona, PA 15147","$48,584","3,037","Industrial, Manufacturing",Duquesne Light Co,"253,044",Morris Sampson Group Inc
"60 Chapin Rd, Montville, NJ 07058","$151,002","3,146","Industrial, Manufacturing",Jersey Central Power & Lt Co,"262,156","High Street Realty Company, LLC"
"854 Golf Ln, Bensenville, IL 60106","$139,715","5,589","Industrial, Manufacturing",Commonwealth Edison Co,"465,717",Catellus Development Corporation
"7448 Candlewood Rd, Hanover, MD 21076","$223,263","3,283","Industrial, Warehouse",Baltimore Gas & Electric Co,"273,607",7448 CANDLEWOOD ROAD LLC
"201 W Lincoln Hwy, Exton, PA 19341","$30,207","1,888","Restaurant, Full Service ",PECO Energy Co,"251,723",Kimco
"1717 Harvester Rd, West Chicago, IL 60185","$137,891","5,516","Industrial, Manufacturing",Commonwealth Edison Co,"459,637",Plymouth Reit
"900 Bilter Rd, Aurora, IL 60502","$140,506","5,620","Industrial, Manufacturing",Commonwealth Edison Co,"468,352",Prologis
"1735 Jersey Ave, North Brunswick Township, NJ 08902","$228,158","2,328","Industrial, Manufacturing",Public Service Elec & Gas Co,"194,012",PPREF/TP NORTH BRUNSWICK INDUSTRIAL LLC
"825 Bluff Rd, Romeoville, IL 60446","$139,063","5,563","Industrial, Manufacturing",Commonwealth Edison Co,"463,542",Campbell Hawaii Investor LLC
"8001 Industrial Blvd, Breinigsville, PA 18031","$143,994","7,200","Industrial, Warehouse",PPL Electric Utilities Corp,"599,973","Lre Portland, LLC"
"815 Tek Dr, Crystal Lake, IL 60014","$139,083","5,563","Industrial, Manufacturing",Commonwealth Edison Co,"463,610","Kpr U.S., L.L.C."
"380 Cooley St, Springfield, MA 01128","$136,489","2,353","Retail, Strip Mall",Eversource Energy (Formerly Western Massachusetts Elec Co),"313,767",Town & Country (ca) Station L.P.
"171 Padgette St, Chicopee, MA 01022",—,—,"Industrial, Manufacturing",Chicopee City of,"302,612","KENDALL PATIENT RECOVERY U.S., LLC"
"300 International Dr, Mount Olive, NJ 07828","$150,784","3,141","Industrial, Manufacturing",Jersey Central Power & Lt Co,"261,778",Exeter 300 Principio L.P.
"405 Nestle Way, Breinigsville, PA 18031","$93,178","4,659","Industrial, Manufacturing",PPL Electric Utilities Corp,"388,242",Primo Brands
"1330 Newark Rd, Toughkenamon, PA 19374","$71,929","4,496","Industrial, Manufacturing",PECO Energy Co,"374,629","Modern Mushroom Farms, Inc."
